id,trust,threat,age,male,education,income
1912,8,0,44,0,1,0
1913,8,0,38,1,4,1
1914,8,0,33,0,4,2
1915,10,0,33,1,8,3
1916,10,0,59,1,9,3
1917,5,0,57,0,4,1
1918,7,0,61,1,7,3
1919,8,0,60,0,7,1
1920,6,0,60,1,6,3
1921,5,0,38,0,4,1
1922,8,0,41,1,7,3
1923,2,0,42,1,4,3
1924,5,0,46,1,9,3
1925,5,0,48,1,3,0
1926,0,0,48,0,1,1
1927,5,1,16,0,0,0
1928,8,0,60,1,10,3
1929,7,0,26,1,10,1
1930,8,0,58,1,5,3
1931,5,0,37,0,4,0
1932,8,0,70,0,5,0
1933,8,0,70,1,9,1
1934,0,0,55,1,10,3
1935,6,0,52,0,5,1
1936,8,0,45,1,10,3
1937,7,0,44,0,6,1
1938,5,0,15,0,0,0
1939,6,0,35,1,4,1
1940,10,0,47,1,9,3
1941,7,0,46,0,6,1
1942,8,0,18,0,1,0
1943,8,1,15,1,1,0
1944,6,0,41,0,7,1
1945,8,0,53,1,4,3
1946,5,0,66,1,10,3
1947,8,0,28,0,10,1
1948,8,0,49,0,7,1
1949,5,0,51,1,4,1
1950,6,0,22,0,3,0
1951,7,0,43,0,4,1
1952,6,0,32,0,7,2
1953,5,0,29,0,10,2
1954,7,0,47,0,4,1
1955,7,1,16,0,1,0
1956,1,0,41,0,7,3
1957,8,0,50,1,10,3
1958,9,0,52,1,4,2
1959,8,0,45,1,10,3
1960,5,0,19,0,0,0
1961,8,0,32,1,10,1
1962,3,0,58,1,4,3
1963,5,0,50,1,4,2
1964,5,0,81,1,7,1
1965,7,0,42,1,4,1
1966,8,0,39,0,4,1
1967,5,0,64,1,4,0
1968,5,0,50,0,4,0
1969,7,0,45,1,4,2
1970,10,0,25,1,4,2
1971,0,1,22,1,4,0
1972,5,0,21,1,0,0
1973,8,0,51,1,4,3
1974,7,0,45,0,6,3
1975,8,0,66,1,9,1
1976,7,0,63,0,9,0
1977,9,0,61,1,9,3
1978,8,0,51,0,4,1
1979,5,0,40,0,10,3
1980,7,0,55,1,4,2
1981,8,0,55,0,5,0
1982,6,0,21,0,4,1
1983,7,0,55,1,9,3
1984,6,0,54,0,4,1
1985,6,0,24,1,4,0
1986,6,0,20,0,6,1
1987,5,0,39,0,3,0
1988,7,0,42,0,4,0
1989,9,0,39,1,9,3
1990,9,0,38,1,6,1
1991,7,0,35,0,4,1
1992,5,0,21,1,6,0
1993,6,0,63,1,1,2
1994,7,0,42,0,6,1
1995,8,0,45,0,2,0
1996,7,0,18,0,1,0
1997,9,0,35,1,9,3
1998,8,0,46,1,8,2
1999,9,0,16,1,1,0
2000,6,0,40,1,4,2
2001,10,0,40,0,4,2
2002,8,0,39,0,10,1
2003,5,0,60,1,10,2
2004,8,0,50,0,8,1
2005,7,0,34,1,4,2
2006,6,0,49,1,4,3
2007,8,0,43,0,9,1
2008,7,0,53,1,10,3
2009,7,0,25,1,4,1
2010,8,0,47,1,4,3
2011,9,0,40,1,4,2
2012,8,0,60,1,4,3
2013,7,0,33,0,1,0
2014,10,0,36,1,4,2
2015,7,0,45,0,4,1
2016,5,0,19,1,1,0
2017,4,1,16,0,6,0
2018,8,0,60,1,5,2
2019,9,0,18,0,3,0
2020,4,0,57,0,2,0
2021,3,0,26,1,4,2
2022,7,0,55,1,4,3
2023,8,0,43,0,4,0
2024,5,0,71,0,2,0
2025,6,0,19,0,4,1
2026,6,0,43,1,7,2
2027,8,0,54,1,10,3
2028,8,0,43,1,10,3
2029,7,0,34,0,9,0
2030,7,0,33,1,6,3
2031,7,0,62,1,10,1
2032,7,0,56,0,4,1
2033,7,0,30,0,6,2
2034,8,0,27,1,6,0
2035,8,0,63,1,4,3
2036,7,0,60,0,3,0
2037,7,0,37,0,4,2
2038,5,0,37,1,4,1
2039,5,0,29,0,7,2
2040,10,0,53,0,4,0
2041,10,0,54,1,10,3
2042,8,0,57,1,9,3
2043,9,0,52,0,6,3
2044,8,0,22,1,4,1
2045,10,0,21,1,4,0
2046,7,0,56,0,4,1
2047,7,0,55,1,9,3
2048,7,0,58,1,10,3
2049,5,0,49,0,4,0
2050,5,1,24,1,1,3
2051,6,0,22,0,4,0
2052,8,0,56,0,4,3
2053,7,0,48,0,4,1
2054,8,0,65,0,4,0
2055,9,0,62,1,4,0
2056,8,0,52,1,4,3
2057,5,0,42,0,9,1
2058,7,0,17,0,0,0
2059,6,0,14,1,0,0
2060,7,0,48,0,2,2
2061,9,0,60,0,9,1
2062,8,0,47,0,6,2
2063,10,0,45,0,4,0
2064,7,0,48,1,10,3
2065,10,0,46,0,2,0
2066,8,0,61,1,7,0
2067,7,0,57,0,9,1
2068,7,0,32,0,7,2
2069,3,0,33,0,4,1
2070,9,0,60,0,1,0
2071,6,0,56,1,10,3
2072,7,0,21,0,6,0
2073,9,0,46,0,9,3
2074,5,0,25,0,10,1
2075,7,0,24,1,10,2
2076,6,0,50,0,6,2
2077,10,0,23,1,4,1
2078,7,0,21,0,6,0
2079,8,0,71,0,10,0
2080,6,0,41,1,4,3
2081,7,0,50,1,4,3
2082,10,0,49,0,4,0
2083,9,0,25,1,4,1
2084,7,0,49,0,4,1
2085,8,0,45,1,7,3
2086,9,0,44,0,4,0
2087,9,0,16,1,1,0
2088,8,0,15,1,1,0
2089,7,0,42,0,7,1
2090,8,0,34,1,9,3
2091,5,0,65,0,4,3
2092,8,0,33,0,8,3
2093,8,0,53,0,10,3
2094,8,0,44,0,10,1
2095,6,0,43,1,10,3
2096,7,0,64,1,10,1
2097,8,0,53,0,6,1
2098,7,0,53,1,6,3
2099,9,0,48,0,2,2
2100,8,0,45,1,7,3
2101,8,0,44,0,7,1
2102,6,0,15,0,1,0
2103,5,0,15,0,0,0
2104,8,0,34,1,6,1
2105,4,0,41,1,4,0
2106,5,0,46,1,4,3
2107,8,0,45,0,10,1
2108,6,1,15,1,0,0
2109,7,0,64,0,4,0
2110,7,0,48,1,9,3
2111,9,0,49,0,4,1
2112,8,0,51,1,4,2
2113,5,1,43,0,7,2
2114,10,0,56,0,6,3
2115,7,0,17,0,1,0
2116,0,0,50,0,10,1
2117,5,0,47,1,4,2
2118,5,0,26,0,6,2
2119,2,0,22,1,1,1
2120,7,0,37,1,9,3
2121,7,0,52,1,10,2
2122,5,0,20,0,0,0
2123,7,0,46,0,7,2
2124,8,0,53,1,9,3
2125,8,0,55,0,5,1
2126,7,0,21,0,6,0
2127,5,0,17,0,0,0
2128,8,0,52,1,4,3
2129,5,0,53,0,4,3
2130,8,0,50,1,6,2
2131,8,0,57,0,7,2
2132,8,0,24,1,4,2
2133,7,0,64,1,7,3
2134,7,0,53,0,7,1
2135,7,0,64,1,6,0
2136,4,1,23,1,1,1
2137,6,0,49,0,10,3
2138,3,0,42,1,4,2
2139,10,0,37,0,1,1
2140,7,0,40,0,6,0
2141,6,0,40,1,8,3
2142,4,0,15,0,0,0
2143,2,0,57,1,4,3
2144,4,0,22,1,6,0
2145,8,0,38,0,6,0
2146,8,0,36,1,4,3
2147,7,0,46,1,10,3
2148,5,0,44,0,10,1
2149,1,0,46,0,1,1
2150,8,0,19,0,1,0
2151,4,0,18,1,1,0
2152,5,0,47,0,4,0
2153,8,0,45,0,1,0
2154,7,0,51,1,9,3
2155,8,0,22,1,1,0
2156,5,0,57,1,7,3
2157,5,0,50,0,2,1
2158,8,0,58,1,7,3
2159,8,0,58,0,4,2
2160,7,0,51,0,7,1
2161,9,0,49,1,9,3
2162,9,1,63,1,6,0
2163,4,1,46,0,7,1
2164,5,0,16,1,1,0
2165,5,1,42,0,10,3
2166,0,0,57,0,4,1
2167,3,0,26,1,6,3
2168,7,0,42,0,5,1
2169,9,1,59,1,10,3
2170,8,0,25,0,2,1
2171,8,0,22,0,6,0
2172,6,0,57,1,7,3
2173,7,0,45,0,9,1
2174,6,0,17,1,1,0
2175,5,0,59,0,8,1
2176,5,0,27,1,10,2
2177,8,0,53,1,1,1
2178,7,0,21,1,1,0
2179,10,1,70,1,4,1
2180,7,0,56,0,6,0
2181,5,0,43,1,6,2
2182,0,0,41,0,6,1
2183,5,0,75,0,10,1
2184,8,0,44,0,10,1
2185,7,0,16,1,0,0
2186,7,0,55,0,4,2
2187,7,0,57,0,5,0
2188,5,0,55,1,10,3
2189,8,0,52,1,7,3
2190,8,0,26,1,10,1
2191,8,0,25,1,1,1
2192,6,1,19,1,1,0
2193,6,0,57,0,6,2
2194,5,0,61,0,10,3
2195,8,0,38,0,9,2
2196,5,0,39,1,4,2
2197,6,0,15,0,1,0
2198,8,0,54,1,4,3
2199,0,0,27,0,4,3
2200,5,0,59,0,4,1
2201,8,0,59,1,7,3
2202,7,0,27,0,6,2
2203,8,1,42,0,10,0
2204,7,0,45,1,5,1
2205,2,0,44,0,7,1
2206,7,0,32,0,4,0
2207,8,0,44,0,4,1
2208,8,0,42,0,10,2
2209,7,0,65,1,10,3
2210,6,0,56,0,7,3
2211,7,0,56,1,10,3
2212,0,0,17,0,1,0
2213,7,0,66,0,1,0
2214,8,0,61,1,5,2
2215,7,1,54,1,8,3
2216,7,0,51,0,7,0
2217,8,0,18,0,6,0
2218,7,0,44,1,10,3
2219,7,1,30,1,6,1
2220,8,0,48,1,4,2
2221,8,0,48,0,6,1
2222,9,0,35,0,4,1
2223,5,0,50,0,9,1
2224,5,0,63,0,1,0
2225,6,0,38,1,9,3
2226,0,0,33,0,1,0
2227,5,0,47,1,10,3
2228,4,1,17,1,1,0
2229,5,0,43,1,10,3
2230,7,0,43,0,10,3
2231,10,1,45,1,10,3
2232,6,0,43,0,1,3
2233,6,0,46,1,2,2
2234,8,0,39,0,2,1
2235,6,0,61,1,9,3
2236,5,0,61,0,4,1
2237,7,0,64,0,6,0
2238,8,0,43,0,10,3
2239,8,0,36,0,4,0
2240,6,0,41,1,6,3
2241,6,0,38,0,10,0
2242,6,0,40,1,7,1
2243,5,0,32,0,6,0
2244,4,1,36,0,4,1
2245,8,0,49,0,10,2
2246,3,0,58,1,5,1
2247,7,1,51,0,4,2
2248,10,0,56,1,6,0
2249,5,0,60,1,10,3
2250,7,0,46,1,7,3
2251,10,0,44,0,4,0
2252,7,0,48,1,4,2
2253,3,0,40,0,4,1
2254,2,1,16,1,1,0
2255,5,0,24,0,6,0
2256,9,0,63,0,8,1
2257,0,0,44,1,6,1
2258,6,0,63,0,6,1
2259,7,0,66,0,8,1
2260,8,0,56,1,9,3
2261,7,0,56,0,6,1
2262,8,0,25,0,10,2
2263,7,0,60,1,10,3
2264,5,0,53,1,4,3
2265,8,0,50,0,4,0
2266,3,1,18,1,4,1
2267,8,0,50,1,10,3
2268,3,0,29,1,7,1
2269,2,0,32,0,4,1
2270,3,0,40,0,1,0
2271,5,0,50,1,8,3
2272,8,0,49,0,3,0
2273,5,0,48,1,5,1
2274,7,0,35,0,6,3
2275,0,0,59,0,5,1
2276,3,0,38,1,10,1
2277,7,0,61,1,10,3
2278,8,0,58,0,10,1
2279,8,0,28,0,10,3
2280,10,0,25,0,10,0
2281,7,0,36,0,1,0
2282,7,0,36,1,10,3
2283,5,0,38,0,4,1
2284,10,0,72,0,1,0
2285,8,0,61,1,5,2
2286,6,1,47,1,4,1
2287,8,0,52,0,4,1
2288,8,0,19,1,1,0
2289,9,0,16,0,1,0
2290,0,0,17,0,1,0
2291,8,0,17,1,0,0
2292,5,1,40,0,6,3
2293,8,0,40,1,4,1
2294,8,0,39,0,4,1
2295,8,0,18,0,0,0
2296,5,0,17,0,1,0
2297,6,0,41,0,1,0
2298,6,0,52,1,7,3
2299,7,0,28,1,6,2
2300,3,0,56,0,2,0
2301,8,0,20,1,9,0
2302,3,0,18,1,1,0
2303,5,0,24,0,10,1
2304,7,0,54,1,7,2
2305,8,0,52,0,4,2
2306,8,0,18,0,6,0
2307,8,0,56,1,5,3
2308,5,0,29,0,10,1
2309,7,0,26,0,10,1
2310,6,0,21,1,6,0
2311,6,0,46,0,5,2
2312,8,0,44,1,10,3
2313,0,0,58,0,4,0
2314,6,0,42,0,4,1
2315,0,0,40,1,5,2
2316,9,0,19,0,6,0
2317,6,0,17,1,1,0
2318,7,0,49,1,6,2
2319,9,0,46,0,4,0
2320,10,0,50,0,10,1
2321,7,0,32,1,10,3
2322,8,0,53,1,7,3
2323,6,0,48,0,4,0
2324,8,0,17,1,1,0
2325,9,0,60,0,10,2
2326,10,0,45,1,7,3
2327,4,0,41,0,6,0
2328,7,0,59,1,10,3
2329,2,0,57,0,1,0
2330,9,0,41,0,4,1
2331,8,1,17,1,1,0
2332,0,0,15,1,1,0
2333,4,0,61,1,5,3
2334,5,0,43,1,10,1
2335,8,1,35,1,9,2
2336,5,0,34,0,8,2
2337,9,0,54,1,4,2
2338,6,0,25,0,6,1
2339,7,0,41,0,4,2
2340,5,0,38,0,1,1
2341,3,0,53,1,4,3
2342,5,0,44,0,4,1
2343,7,0,17,1,0,0
2344,8,0,59,1,7,0
2345,5,1,55,0,5,1
2346,7,0,17,0,0,0
2347,7,0,52,0,7,2
2348,8,0,54,1,10,3
2349,8,0,52,0,3,1
2350,3,0,25,0,1,1
2351,7,0,46,0,4,2
2352,7,0,39,1,10,3
2353,8,0,36,0,1,0
2354,3,0,56,1,4,3
2355,7,0,54,0,4,1
2356,5,0,31,0,10,1
2357,7,0,29,1,10,3
2358,7,0,25,0,6,0
2359,7,0,64,0,2,1
2360,5,1,40,1,10,2
2361,7,0,37,0,10,3
2362,7,1,58,1,4,2
2363,5,0,45,0,6,1
2364,8,0,60,0,1,1
2365,9,0,47,0,7,1
2366,2,0,19,0,6,1
2367,0,0,44,1,8,3
2368,0,0,36,0,4,0
2369,8,0,37,0,10,2
2370,6,0,55,0,1,1
2371,5,0,35,1,4,2
2372,6,0,34,0,10,1
2373,6,0,42,1,10,3
2374,5,0,42,1,9,3
2375,1,0,38,0,7,1
2376,3,0,54,0,5,3
2377,2,1,24,1,4,1
2378,6,0,43,0,4,1
2379,10,0,46,1,9,3
2380,7,0,42,0,8,0
2381,5,0,16,0,0,0
2382,10,0,37,1,10,3
2383,5,0,43,1,4,3
2384,5,0,48,1,4,3
2385,5,0,18,1,0,0
2386,9,0,15,1,0,0
2387,8,0,54,0,6,2
2388,7,0,54,1,7,3
2389,7,0,51,0,4,0
2390,6,0,26,0,9,2
2391,4,0,39,0,4,1
2392,0,0,28,0,4,0
2393,8,1,50,1,8,3
2394,8,0,48,0,7,0
2395,7,0,17,1,1,0
2396,8,0,43,1,10,3
2397,6,0,42,0,4,3
2398,4,0,36,1,7,2
2399,4,0,53,0,7,3
2400,9,0,26,0,6,0
2401,5,0,22,0,6,0
2402,0,0,65,1,0,1
2403,3,0,40,1,4,2
2404,7,0,50,1,10,2
2405,10,0,37,0,4,0
2406,10,0,37,1,4,2
2407,7,0,31,0,4,3
2408,6,1,42,1,10,3
2409,0,0,58,0,4,0
2410,0,0,46,0,5,1
2411,3,1,30,1,6,2
2412,7,1,49,0,6,3
2413,5,0,20,1,1,0
2414,8,0,49,1,4,3
2415,7,0,45,0,6,0
2416,7,0,51,0,4,1
2417,7,0,43,1,4,3
2418,6,0,18,1,1,0
2419,2,1,17,0,1,0
2420,4,0,33,0,4,0
2421,7,0,47,1,6,3
2422,8,0,44,0,9,0
2423,6,0,30,1,10,1
2424,10,0,49,1,9,2
2425,7,0,43,0,6,2
2426,6,0,57,1,10,3
2427,7,0,54,0,6,2
2428,7,0,26,0,10,0
2429,8,0,24,0,6,0
2430,8,0,22,0,6,0
2431,7,0,52,1,7,3
2432,9,0,43,0,6,1
2433,0,1,16,1,1,0
2434,8,0,50,1,9,3
2435,6,1,59,0,2,0
2436,7,0,58,0,10,0
2437,5,0,34,1,6,1
2438,6,0,24,0,6,1
2439,7,0,21,1,6,0
2440,6,0,19,0,1,0
2441,5,1,38,1,5,3
2442,7,0,22,0,6,0
2443,8,0,66,0,4,0
2444,2,0,53,1,4,2
2445,9,0,45,0,4,1
2446,8,0,53,1,5,1
2447,5,0,43,0,4,1
2448,8,0,39,1,9,3
2449,8,0,36,0,4,0
2450,5,0,47,0,7,3
2451,7,0,47,0,4,1
2452,2,0,44,1,4,3
2453,3,0,18,1,1,0
2454,6,0,61,1,4,2
2455,5,0,27,0,6,2
2456,0,0,20,1,0,0
2457,8,0,17,1,1,0
2458,5,0,58,1,1,1
2459,3,1,25,0,2,1
2460,4,0,51,0,4,1
2461,8,0,45,1,8,3
2462,6,0,44,0,7,1
2463,7,1,41,1,4,2
2464,8,0,26,1,9,1
2465,8,0,19,0,4,0
2466,3,0,47,0,1,0
2467,5,0,51,1,4,2
2468,7,0,59,1,6,3
2469,6,1,19,0,6,0
2470,7,0,41,0,10,1
2471,8,0,34,0,3,2
2472,7,0,54,0,4,2
2473,7,0,60,1,9,3
2474,6,0,59,0,5,0
2475,9,0,28,0,4,2
2476,6,0,55,0,10,3
2477,10,0,23,0,1,0
2478,6,0,27,1,9,2
2479,3,0,24,1,4,1
2480,10,0,65,0,2,0
2481,5,0,59,1,7,3
2482,5,0,49,1,4,3
2483,0,1,15,1,0,0
2484,6,0,37,0,10,3
2485,10,0,41,1,4,2
2486,4,0,50,1,4,3
2487,0,0,62,1,4,2
2488,8,0,44,1,10,3
2489,5,0,43,0,4,0
2490,9,0,39,1,7,2
2491,8,0,39,0,4,0
2492,6,0,39,0,9,1
2493,9,0,55,0,4,3
2494,7,0,55,0,4,1
2495,6,0,25,0,4,1
2496,7,0,44,0,10,2
2497,7,0,43,1,10,3
2498,7,0,60,0,7,1
2499,5,0,25,0,10,0
2500,8,0,33,1,10,3
2501,7,0,33,0,4,0
2502,8,0,73,1,6,0
2503,7,0,62,0,10,2
2504,2,0,26,0,6,0
2505,7,0,39,0,10,3
2506,8,0,44,1,10,3
2507,8,0,38,0,4,1
2508,8,0,16,1,0,0
2509,8,1,64,0,4,0
2510,10,0,63,0,6,1
2511,7,0,48,0,10,3
2512,0,0,47,0,1,0
2513,5,0,44,1,7,3
2514,3,0,49,0,5,1
2515,1,0,21,1,4,2
2516,6,0,19,0,2,0
2517,8,0,48,0,2,1
2518,3,1,18,1,1,0
2519,3,1,15,1,1,0
2520,5,0,44,0,4,0
2521,5,0,53,0,0,0
2522,2,1,26,1,1,1
2523,9,0,45,1,9,3
2524,7,0,39,0,10,3
2525,7,0,43,1,4,2
2526,8,0,48,1,9,3
2527,6,0,42,0,10,1
2528,8,0,64,1,8,1
2529,8,0,52,0,1,0
2530,7,1,22,1,4,1
2531,8,0,54,0,7,2
2532,8,0,46,1,4,1
2533,7,0,55,1,10,3
2534,7,0,40,0,4,1
2535,8,0,48,1,4,2
2536,7,0,50,0,1,0
2537,6,0,52,1,8,3
2538,7,0,51,0,4,0
2539,7,1,48,1,4,3
2540,8,0,45,0,4,1
2541,5,0,18,0,6,1
2542,8,0,17,0,0,0
2543,3,1,72,1,10,3
2544,8,0,69,0,9,1
2545,5,0,29,0,10,1
2546,5,0,63,1,4,3
2547,6,0,56,0,1,1
2548,5,0,43,1,10,3
2549,6,0,54,1,9,3
2550,9,0,54,0,4,1
2551,9,0,24,0,6,0
2552,5,0,57,1,7,3
2553,8,0,54,0,4,1
2554,6,1,27,1,7,2
2555,7,0,51,0,4,0
2556,8,0,50,1,4,3
2557,4,0,44,1,6,3
2558,8,0,39,1,4,2
2559,7,0,52,0,4,1
2560,0,0,60,1,1,1
2561,8,0,44,0,2,1
2562,7,0,42,1,4,2
2563,10,0,52,1,4,3
2564,5,0,48,0,5,1
2565,2,0,47,1,7,3
2566,5,1,19,1,0,0
2567,7,0,17,0,2,0
2568,4,0,15,0,0,0
2569,7,0,50,0,4,1
2570,1,0,30,1,9,3
2571,0,0,57,1,0,2
2572,5,0,23,0,1,0
2573,5,0,42,1,8,3
2574,5,0,45,1,4,2
2575,7,0,39,0,4,0
2576,7,0,41,0,7,1
2577,8,0,66,0,1,0
2578,9,0,62,1,4,3
2579,8,1,36,0,6,0
2580,7,0,35,1,7,1
2581,8,0,55,0,2,2
2582,7,1,19,0,2,0
2583,8,0,46,0,5,0
2584,5,1,15,1,1,0
2585,5,0,46,1,8,2
2586,5,0,46,0,4,0
2587,7,0,17,0,1,0
2588,5,0,45,0,4,1
2589,5,0,17,0,1,0
2590,5,0,15,0,0,0
2591,7,1,41,0,4,0
2592,4,0,41,1,7,3
2593,6,0,45,1,4,2
2594,5,0,40,0,2,0
2595,10,0,61,0,1,0
2596,10,0,63,0,5,1
2597,6,0,28,1,9,1
2598,7,1,46,0,6,1
2599,8,0,45,1,10,3
2600,4,0,62,0,1,0
2601,8,0,53,0,8,1
2602,4,0,25,1,4,1
2603,8,0,60,0,1,0
2604,7,0,29,1,4,2
2605,0,0,39,0,4,2
2606,7,0,55,0,4,1
2607,7,0,49,0,4,1
2608,4,0,22,0,0,1
2609,0,0,20,1,4,1
2610,8,1,41,0,4,1
2611,3,0,52,0,5,1
2612,6,0,54,0,5,3
2613,6,0,47,1,7,3
2614,5,0,16,0,0,0
2615,10,0,61,1,1,0
2616,7,0,51,0,4,2
2617,7,0,52,1,8,3
2618,6,0,23,1,4,1
2619,10,0,38,0,4,0
2620,5,0,44,1,4,3
2621,4,0,17,0,1,0
2622,7,0,59,0,4,2
2623,8,0,52,1,10,3
2624,1,0,48,0,2,1
2625,8,1,15,1,0,0
2626,5,0,47,1,10,2
2627,6,0,41,0,2,0
2628,7,1,46,1,10,3
2629,10,0,43,0,4,0
2630,5,0,65,1,4,1
2631,4,0,42,1,4,2
2632,5,0,41,0,4,0
2633,2,0,51,1,9,3
2634,7,0,46,1,7,2
2635,8,0,24,1,6,0
2636,8,0,42,0,10,2
2637,4,0,20,1,0,1
2638,6,0,18,0,0,0
2639,10,0,16,1,1,0
2640,7,0,69,1,5,0
2641,5,0,62,0,7,1
2642,5,0,58,0,7,3
2643,6,0,56,1,7,3
2644,10,1,51,0,7,1
2645,6,0,22,1,6,0
2646,7,1,20,1,6,1
2647,6,0,17,0,0,0
2648,0,0,56,1,7,2
2649,8,0,54,0,4,1
2650,8,0,48,1,10,3
2651,8,0,47,0,10,1
2652,7,0,49,1,7,3
2653,7,0,17,1,0,0
2654,8,0,50,0,1,0
2655,5,0,27,1,5,2
2656,5,0,37,1,7,2
2657,7,0,60,0,6,3
2658,7,0,23,1,6,0
2659,3,0,16,1,1,0
2660,8,0,39,0,3,2
2661,2,0,25,0,4,1
2662,8,0,21,1,4,1
2663,7,0,46,1,10,3
2664,9,0,42,0,8,1
2665,9,0,69,0,4,0
2666,5,0,57,0,4,0
2667,7,0,56,1,7,3
2668,8,0,53,0,9,0
2669,8,0,17,0,2,0
2670,10,0,39,0,1,0
2671,6,1,43,0,9,1
2672,6,0,45,1,7,3
2673,9,1,15,1,0,0
2674,7,0,39,1,10,3
2675,8,0,36,0,10,0
2676,8,0,39,0,4,0
2677,8,0,66,0,2,0
2678,5,0,47,0,0,1
2679,5,0,26,1,1,1
2680,4,0,25,0,4,1
2681,8,1,52,1,1,1
2682,7,0,27,0,1,2
2683,4,0,24,1,1,2
2684,7,0,22,1,0,2
2685,5,0,18,0,6,0
2686,7,0,40,0,2,0
2687,9,0,54,1,10,3
2688,4,0,46,1,4,2
2689,9,0,66,1,10,1
2690,7,0,23,0,9,1
2691,5,0,20,0,4,0
2692,8,0,56,0,4,2
2693,6,0,44,0,4,1
2694,6,0,43,0,1,2
2695,8,0,37,1,4,1
2696,8,0,57,1,10,3
2697,5,0,55,0,4,1
2698,7,0,51,0,10,0
2699,8,0,49,1,7,3
2700,8,1,18,1,0,0
2701,6,0,73,0,4,0
2702,7,0,47,1,8,2
2703,5,0,47,0,1,1
2704,8,0,66,1,8,0
2705,7,0,60,0,4,1
2706,8,0,48,1,3,3
2707,7,0,20,1,1,0
2708,10,0,17,0,2,0
2709,6,0,58,1,7,2
2710,3,0,38,1,7,3
2711,6,0,61,0,1,1
2712,10,0,40,0,5,1
2713,5,0,51,0,4,0
2714,9,0,47,1,10,3
2715,9,0,43,0,4,0
2716,10,0,33,1,4,2
2717,2,0,63,1,1,1
2718,7,0,49,0,4,3
2719,8,0,61,1,4,3
2720,7,0,72,0,2,0
2721,8,0,42,1,9,3
2722,6,0,55,0,6,0
2723,6,0,42,1,4,3
2724,7,0,38,0,2,0
2725,2,0,18,0,1,0
2726,8,0,57,1,4,1
2727,8,0,43,0,9,1
2728,7,0,50,0,10,3
2729,8,1,50,1,10,0
2730,9,0,23,0,6,0
2731,5,0,61,0,7,3
2732,8,0,32,0,4,0
2733,6,0,45,0,4,1
2734,5,0,44,1,7,3
2735,10,0,16,0,1,0
2736,7,0,14,0,0,0
2737,5,0,47,1,8,3
2738,8,0,46,0,5,0
2739,8,0,61,0,4,0
2740,7,0,52,1,10,1
2741,9,0,50,0,9,1
2742,7,0,44,0,7,1
2743,7,0,19,0,1,0
2744,4,1,17,1,1,0
2745,0,1,54,0,5,0
2746,6,0,54,0,1,1
2747,7,0,24,1,4,1
2748,4,0,33,1,4,1
2749,7,0,49,1,4,0
2750,4,0,19,1,6,1
2751,8,0,17,0,0,0
2752,4,0,15,1,0,0
2753,8,0,59,1,4,2
2754,5,0,49,0,1,0
2755,5,0,23,1,1,1
2756,1,0,20,0,4,0
2757,8,0,17,0,2,0
2758,5,0,59,0,7,1
2759,5,0,59,0,7,2
2760,7,1,56,1,4,3
2761,6,0,34,1,9,2
2762,6,0,27,1,9,1
2763,8,0,35,1,9,3
2764,6,0,30,0,6,0
2765,7,0,65,1,8,3
2766,5,0,58,1,4,2
2767,6,0,50,0,4,1
2768,6,0,45,0,4,1
2769,6,1,41,1,7,3
2770,7,0,32,0,6,0
2771,9,1,56,1,4,3
2772,5,1,53,0,4,0
2773,7,0,68,1,4,1
2774,10,0,40,1,10,3
2775,7,0,50,1,7,3
2776,8,0,47,0,2,0
2777,5,0,14,0,0,0
2778,7,0,57,1,9,3
2779,9,0,51,0,8,1
2780,2,1,18,1,2,0
2781,8,1,57,1,10,3
2782,7,0,48,0,10,3
2783,8,0,41,1,8,1
2784,8,0,59,1,4,3
2785,4,0,28,0,9,2
2786,6,0,48,0,10,1
2787,0,1,21,1,0,0
2788,8,0,19,0,1,0
2789,3,0,17,0,0,0
2790,7,0,48,1,4,2
2791,8,0,54,1,10,3
2792,7,0,52,0,10,2
2793,8,0,18,1,6,0
2794,8,0,54,1,4,2
2795,7,0,50,0,1,0
2796,7,0,19,1,1,0
2797,7,0,17,0,1,0
2798,8,0,40,0,2,1
2799,8,0,49,0,6,1
2800,8,0,48,0,4,2
2801,6,0,57,1,10,3
2802,2,1,22,1,0,0
2803,8,0,52,0,10,1
2804,7,1,19,1,6,0
2805,8,0,46,0,6,3
2806,5,0,17,1,0,0
2807,2,1,38,1,4,2
2808,7,0,54,1,4,3
2809,7,0,53,0,6,1
2810,7,0,23,0,4,3
2811,8,0,46,0,4,1
2812,5,0,43,1,1,1
2813,4,0,35,0,1,1
2814,3,0,51,1,8,3
2815,7,0,50,0,7,2
2816,8,0,20,1,1,0
2817,6,0,17,0,1,0
2818,4,0,44,1,4,3
2819,8,0,37,1,10,3
2820,8,1,36,0,4,1
2821,10,0,53,1,9,3
2822,5,0,70,1,9,3
2823,9,1,39,0,10,2
2824,8,0,54,0,6,1
2825,7,0,41,0,7,2
2826,3,0,37,1,4,2
2827,5,0,32,0,4,1
2828,6,1,50,1,6,3
2829,3,0,40,0,4,0
2830,7,0,18,1,1,0
2831,5,0,68,1,8,1
2832,10,0,59,0,1,0
2833,4,0,59,1,3,3
2834,8,0,31,0,10,1
2835,8,0,53,0,8,3
2836,8,0,61,1,10,3
2837,5,0,40,1,5,2
2838,0,0,36,0,4,1
2839,8,0,50,1,9,3
2840,8,0,49,0,6,1
2841,8,0,16,0,1,0
2842,4,0,40,0,4,0
2843,9,0,70,0,1,0
